Date, Open, High, Low, Close
04/23/20, 1.0822, 1.0848, 1.0756, 1.0778
04/22/20, 1.0857, 1.0885, 1.0803, 1.0824
04/21/20, 1.0862, 1.0881, 1.0817, 1.0859
04/20/20, 1.0878, 1.0897, 1.0841, 1.0863
04/17/20, 1.0839, 1.0893, 1.0812, 1.0876
04/16/20, 1.0911, 1.0913, 1.0817, 1.0838
04/15/20, 1.0982, 1.0993, 1.0857, 1.0913
04/14/20, 1.0910, 1.0987, 1.0899, 1.0980
04/13/20, 1.0937, 1.0969, 1.0893, 1.0911
04/10/20, 1.0932, 1.0954, 1.0919, 1.0936
04/09/20, 1.0859, 1.0953, 1.0841, 1.0931
04/08/20, 1.0891, 1.0903, 1.0831, 1.0857
04/07/20, 1.0794, 1.0926, 1.0784, 1.0892
04/06/20, 1.0810, 1.0836, 1.0769, 1.0793
04/03/20, 1.0858, 1.0865, 1.0774, 1.0799
04/02/20, 1.0964, 1.0971, 1.0820, 1.0857
04/01/20, 1.1035, 1.1040, 1.0902, 1.0963
03/31/20, 1.1045, 1.1054, 1.0928, 1.1034
03/30/20, 1.1168, 1.1168, 1.1011, 1.1046
03/27/20, 1.1033, 1.1148, 1.0956, 1.1139
03/26/20, 1.0882, 1.1059, 1.0870, 1.1035
03/25/20, 1.0790, 1.0896, 1.0760, 1.0883
03/24/20, 1.0724, 1.0889, 1.0723, 1.0788
03/23/20, 1.0763, 1.0826, 1.0635, 1.0728
03/20/20, 1.0691, 1.0832, 1.0637, 1.0696
03/19/20, 1.0914, 1.0980, 1.0655, 1.0693
03/18/20, 1.0999, 1.1046, 1.0802, 1.0916
03/17/20, 1.1183, 1.1189, 1.0957, 1.0998
03/16/20, 1.1144, 1.1238, 1.1064, 1.1181
03/13/20, 1.1186, 1.1221, 1.1056, 1.1103
03/12/20, 1.1272, 1.1335, 1.1056, 1.1184
03/11/20, 1.1281, 1.1366, 1.1258, 1.1271
03/10/20, 1.1443, 1.1459, 1.1276, 1.1282
03/09/20, 1.1286, 1.1486, 1.1286, 1.1440
03/06/20, 1.1237, 1.1356, 1.1214, 1.1285
03/05/20, 1.1137, 1.1245, 1.1120, 1.1236
03/04/20, 1.1173, 1.1187, 1.1096, 1.1136
03/03/20, 1.1135, 1.1213, 1.1097, 1.1172
03/02/20, 1.1027, 1.1184, 1.1027, 1.1134
02/28/20, 1.1000, 1.1054, 1.0952, 1.1026
02/27/20, 1.0879, 1.1006, 1.0876, 1.1001
02/26/20, 1.0880, 1.0910, 1.0855, 1.0881
02/25/20, 1.0855, 1.0891, 1.0831, 1.0881
02/24/20, 1.0845, 1.0874, 1.0808, 1.0856
02/21/20, 1.0785, 1.0864, 1.0783, 1.0846
02/20/20, 1.0808, 1.0821, 1.0778, 1.0784
02/19/20, 1.0793, 1.0815, 1.0782, 1.0805
02/18/20, 1.0837, 1.0840, 1.0787, 1.0794
02/17/20, 1.0833, 1.0853, 1.0829, 1.0836
02/14/20, 1.0843, 1.0862, 1.0829, 1.0831
02/13/20, 1.0876, 1.0891, 1.0835, 1.0842
02/12/20, 1.0917, 1.0926, 1.0865, 1.0875
02/11/20, 1.0913, 1.0925, 1.0893, 1.0917
02/10/20, 1.0945, 1.0959, 1.0909, 1.0911
02/07/20, 1.0981, 1.0986, 1.0942, 1.0947
02/06/20, 1.0998, 1.1015, 1.0964, 1.0982
02/05/20, 1.1045, 1.1049, 1.0994, 1.0999
02/04/20, 1.1060, 1.1065, 1.1033, 1.1043
02/03/20, 1.1095, 1.1097, 1.1037, 1.1062
01/31/20, 1.1032, 1.1097, 1.1018, 1.1097
01/30/20, 1.1011, 1.1040, 1.1003, 1.1033
01/29/20, 1.1023, 1.1029, 1.0993, 1.1012
01/28/20, 1.1018, 1.1026, 1.0998, 1.1021
01/27/20, 1.1027, 1.1038, 1.1010, 1.1020
01/24/20, 1.1056, 1.1062, 1.1020, 1.1025
01/23/20, 1.1093, 1.1108, 1.1037, 1.1055
01/22/20, 1.1082, 1.1099, 1.1071, 1.1095
01/21/20, 1.1095, 1.1119, 1.1080, 1.1083
01/20/20, 1.1091, 1.1103, 1.1077, 1.1096
01/17/20, 1.1137, 1.1144, 1.1086, 1.1093
01/16/20, 1.1150, 1.1174, 1.1128, 1.1136
01/15/20, 1.1127, 1.1164, 1.1119, 1.1151
01/14/20, 1.1135, 1.1145, 1.1104, 1.1128
01/13/20, 1.1122, 1.1147, 1.1113, 1.1134
01/10/20, 1.1106, 1.1131, 1.1085, 1.1121
01/09/20, 1.1104, 1.1121, 1.1094, 1.1105
01/08/20, 1.1155, 1.1170, 1.1102, 1.1106
01/07/20, 1.1198, 1.1199, 1.1134, 1.1153
01/06/20, 1.1160, 1.1207, 1.1158, 1.1197
01/03/20, 1.1173, 1.1181, 1.1124, 1.1159
01/02/20, 1.1261, 1.1261, 1.1163, 1.1172
01/01/20, 1.1214, 1.1277, 1.1158, 1.1264
12/31/19, 1.1200, 1.1240, 1.1198, 1.1215
12/30/19, 1.1178, 1.1221, 1.1173, 1.1201
12/27/19, 1.1099, 1.1189, 1.1096, 1.1176
12/26/19, 1.1092, 1.1249, 1.1081, 1.1099
12/25/19, 1.1091, 1.1316, 1.1075, 1.1092
12/24/19, 1.1091, 1.1096, 1.1070, 1.1090
12/23/19, 1.1079, 1.1098, 1.1070, 1.1090
12/20/19, 1.1120, 1.1126, 1.1066, 1.1078
12/19/19, 1.1113, 1.1145, 1.1108, 1.1121
12/18/19, 1.1150, 1.1156, 1.1111, 1.1114
12/17/19, 1.1159, 1.1176, 1.1130, 1.1153
12/16/19, 1.1121, 1.1159, 1.1121, 1.1145
12/13/19, 1.1130, 1.1200, 1.1112, 1.1120
12/12/19, 1.1131, 1.1155, 1.1103, 1.1132
12/11/19, 1.1093, 1.1146, 1.1071, 1.1132
12/10/19, 1.1065, 1.1099, 1.1062, 1.1094
12/09/19, 1.1059, 1.1079, 1.1054, 1.1066
12/06/19, 1.1105, 1.1112, 1.1039, 1.1061
12/05/19, 1.1079, 1.1111, 1.1078, 1.1103
12/04/19, 1.1083, 1.1115, 1.1066, 1.1077
12/03/19, 1.1080, 1.1095, 1.1065, 1.1081
12/02/19, 1.1018, 1.1091, 1.1002, 1.1079
11/29/19, 1.1009, 1.1030, 1.0981, 1.1018
11/28/19, 1.0999, 1.1019, 1.0998, 1.1010
11/27/19, 1.1022, 1.1025, 1.0992, 1.1000
11/26/19, 1.1016, 1.1027, 1.1006, 1.1021
11/25/19, 1.1022, 1.1034, 1.1004, 1.1015
11/22/19, 1.1060, 1.1088, 1.1015, 1.1020
11/21/19, 1.1073, 1.1098, 1.1054, 1.1059
11/20/19, 1.1078, 1.1082, 1.1053, 1.1075
11/19/19, 1.1074, 1.1085, 1.1062, 1.1079
11/18/19, 1.1053, 1.1092, 1.1050, 1.1072
11/15/19, 1.1022, 1.1058, 1.1015, 1.1053
11/14/19, 1.1007, 1.1029, 1.0990, 1.1020
11/13/19, 1.1011, 1.1021, 1.0996, 1.1009
11/12/19, 1.1033, 1.1039, 1.1002, 1.1010
11/11/19, 1.1022, 1.1044, 1.1017, 1.1035
11/08/19, 1.1052, 1.1057, 1.1017, 1.1018
11/07/19, 1.1067, 1.1092, 1.1037, 1.1051
11/06/19, 1.1075, 1.1094, 1.1064, 1.1065
11/05/19, 1.1130, 1.1140, 1.1063, 1.1076
11/04/19, 1.1167, 1.1177, 1.1124, 1.1128
11/01/19, 1.1153, 1.1174, 1.1128, 1.1166
10/31/19, 1.1152, 1.1176, 1.1132, 1.1154
10/30/19, 1.1114, 1.1153, 1.1080, 1.1151
10/29/19, 1.1099, 1.1119, 1.1074, 1.1112
10/28/19, 1.1080, 1.1107, 1.1070, 1.1101
10/25/19, 1.1105, 1.1124, 1.1073, 1.1079
10/24/19, 1.1130, 1.1163, 1.1093, 1.1103
10/23/19, 1.1126, 1.1140, 1.1106, 1.1131
10/22/19, 1.1151, 1.1159, 1.1119, 1.1124
10/21/19, 1.1184, 1.1184, 1.1139, 1.1150
10/18/19, 1.1125, 1.1173, 1.1115, 1.1170
10/17/19, 1.1074, 1.1140, 1.1065, 1.1123
10/16/19, 1.1034, 1.1086, 1.1022, 1.1073
10/15/19, 1.1025, 1.1046, 1.0992, 1.1032
10/14/19, 1.1037, 1.1043, 1.1014, 1.1024
10/11/19, 1.1005, 1.1062, 1.1001, 1.1038
10/10/19, 1.0970, 1.1035, 1.0970, 1.1004
10/09/19, 1.0957, 1.0991, 1.0951, 1.0971
10/08/19, 1.0972, 1.0997, 1.0941, 1.0958
10/07/19, 1.0978, 1.1000, 1.0961, 1.0973
10/04/19, 1.0965, 1.0998, 1.0958, 1.0979
10/03/19, 1.0959, 1.0999, 1.0940, 1.0964
10/02/19, 1.0932, 1.0965, 1.0904, 1.0958
10/01/19, 1.0898, 1.0943, 1.0879, 1.0933
09/30/19, 1.0939, 1.0949, 1.0886, 1.0900
09/27/19, 1.0919, 1.0958, 1.0905, 1.0941
09/26/19, 1.0942, 1.0967, 1.0910, 1.0921
09/25/19, 1.1019, 1.1024, 1.0938, 1.0943
09/24/19, 1.0994, 1.1025, 1.0983, 1.1020
09/23/19, 1.1018, 1.1026, 1.0966, 1.0995
09/20/19, 1.1041, 1.1068, 1.0998, 1.1018
09/19/19, 1.1023, 1.1075, 1.1022, 1.1040
09/18/19, 1.1073, 1.1077, 1.1015, 1.1031
09/17/19, 1.1000, 1.1077, 1.0991, 1.1074
09/16/19, 1.1157, 1.1157, 1.0994, 1.1003
09/13/19, 1.1065, 1.1111, 1.1056, 1.1074
09/12/19, 1.1012, 1.1087, 1.0928, 1.1062
09/11/19, 1.1042, 1.1057, 1.0985, 1.1010
09/10/19, 1.1049, 1.1060, 1.1031, 1.1044
09/09/19, 1.1133, 1.1133, 1.1016, 1.1047
09/06/19, 1.1037, 1.1058, 1.1020, 1.1031
09/05/19, 1.1036, 1.1085, 1.1018, 1.1036
09/04/19, 1.0976, 1.1039, 1.0969, 1.1037
09/03/19, 1.0969, 1.0979, 1.0926, 1.0975
09/02/19, 1.1011, 1.1011, 1.0958, 1.0971
08/30/19, 1.1020, 1.1062, 1.0962, 1.0991
08/29/19, 1.1077, 1.1094, 1.1042, 1.1058
08/28/19, 1.1092, 1.1099, 1.1074, 1.1078
08/27/19, 1.1103, 1.1117, 1.1086, 1.1091
08/26/19, 1.1240, 1.1240, 1.1095, 1.1100
08/23/19, 1.1080, 1.1155, 1.1052, 1.1144
08/22/19, 1.1084, 1.1114, 1.1063, 1.1081
08/21/19, 1.1099, 1.1108, 1.1080, 1.1086
08/20/19, 1.1079, 1.1108, 1.1066, 1.1097
08/19/19, 1.1095, 1.1112, 1.1077, 1.1080
08/16/19, 1.1108, 1.1115, 1.1066, 1.1091
08/15/19, 1.1140, 1.1159, 1.1092, 1.1107
08/14/19, 1.1173, 1.1192, 1.1131, 1.1139
08/13/19, 1.1214, 1.1229, 1.1171, 1.1172
08/12/19, 1.1312, 1.1312, 1.1162, 1.1216
08/09/19, 1.1180, 1.1223, 1.1179, 1.1200
08/08/19, 1.1200, 1.1234, 1.1178, 1.1179
08/07/19, 1.1200, 1.1242, 1.1179, 1.1200
08/06/19, 1.1202, 1.1251, 1.1172, 1.1201
08/05/19, 1.1130, 1.1214, 1.1103, 1.1203
08/02/19, 1.1085, 1.1118, 1.1071, 1.1108
08/01/19, 1.1076, 1.1097, 1.1027, 1.1084
07/31/19, 1.1157, 1.1163, 1.1061, 1.1078
07/30/19, 1.1145, 1.1161, 1.1133, 1.1158
07/29/19, 1.1147, 1.1153, 1.1114, 1.1144
07/26/19, 1.1147, 1.1153, 1.1113, 1.1127
07/25/19, 1.1141, 1.1188, 1.1103, 1.1146
07/24/19, 1.1154, 1.1157, 1.1127, 1.1139
07/23/19, 1.1209, 1.1212, 1.1145, 1.1153
07/22/19, 1.1234, 1.1234, 1.1206, 1.1211
07/19/19, 1.1278, 1.1283, 1.1204, 1.1221
07/18/19, 1.1223, 1.1280, 1.1207, 1.1279
07/17/19, 1.1211, 1.1234, 1.1200, 1.1225
07/16/19, 1.1258, 1.1265, 1.1201, 1.1209
07/15/19, 1.1287, 1.1287, 1.1254, 1.1259
07/12/19, 1.1256, 1.1277, 1.1239, 1.1269
07/11/19, 1.1253, 1.1286, 1.1245, 1.1255
07/10/19, 1.1207, 1.1264, 1.1201, 1.1251
07/09/19, 1.1216, 1.1220, 1.1195, 1.1208
07/08/19, 1.1235, 1.1236, 1.1206, 1.1215
07/05/19, 1.1284, 1.1289, 1.1207, 1.1225
07/04/19, 1.1278, 1.1297, 1.1274, 1.1283
07/03/19, 1.1285, 1.1307, 1.1269, 1.1279
07/02/19, 1.1284, 1.1322, 1.1276, 1.1287
07/01/19, 1.1389, 1.1389, 1.1281, 1.1285
06/28/19, 1.1368, 1.1395, 1.1352, 1.1372
06/27/19, 1.1372, 1.1382, 1.1347, 1.1369
06/26/19, 1.1368, 1.1392, 1.1348, 1.1370
06/25/19, 1.1401, 1.1415, 1.1344, 1.1367
06/24/19, 1.1396, 1.1403, 1.1367, 1.1399
06/21/19, 1.1292, 1.1379, 1.1282, 1.1369
06/20/19, 1.1226, 1.1318, 1.1225, 1.1293
06/19/19, 1.1195, 1.1255, 1.1186, 1.1225
06/18/19, 1.1220, 1.1244, 1.1181, 1.1194
06/17/19, 1.1238, 1.1246, 1.1203, 1.1218
06/14/19, 1.1277, 1.1291, 1.1202, 1.1211
06/13/19, 1.1286, 1.1304, 1.1269, 1.1276
06/12/19, 1.1333, 1.1344, 1.1283, 1.1288
06/11/19, 1.1314, 1.1339, 1.1302, 1.1327
06/10/19, 1.1341, 1.1341, 1.1292, 1.1312
06/07/19, 1.1276, 1.1348, 1.1252, 1.1335
06/06/19, 1.1222, 1.1309, 1.1201, 1.1277
06/05/19, 1.1253, 1.1305, 1.1220, 1.1220
06/04/19, 1.1240, 1.1279, 1.1227, 1.1254
06/03/19, 1.1165, 1.1263, 1.1160, 1.1242
05/31/19, 1.1128, 1.1182, 1.1125, 1.1171
05/30/19, 1.1133, 1.1144, 1.1117, 1.1131
05/29/19, 1.1163, 1.1175, 1.1124, 1.1132
05/28/19, 1.1192, 1.1202, 1.1159, 1.1161
05/27/19, 1.1209, 1.1218, 1.1186, 1.1194
05/24/19, 1.1181, 1.1214, 1.1178, 1.1207
05/23/19, 1.1152, 1.1188, 1.1108, 1.1180
05/22/19, 1.1160, 1.1182, 1.1148, 1.1153
05/21/19, 1.1168, 1.1185, 1.1141, 1.1162
05/20/19, 1.1161, 1.1177, 1.1151, 1.1167
05/17/19, 1.1177, 1.1185, 1.1155, 1.1159
05/16/19, 1.1201, 1.1225, 1.1166, 1.1179
05/15/19, 1.1204, 1.1225, 1.1179, 1.1203
05/14/19, 1.1224, 1.1245, 1.1201, 1.1205
05/13/19, 1.1237, 1.1264, 1.1221, 1.1222
05/10/19, 1.1214, 1.1254, 1.1214, 1.1235
05/09/19, 1.1194, 1.1252, 1.1175, 1.1216
05/08/19, 1.1193, 1.1215, 1.1182, 1.1193
05/07/19, 1.1199, 1.1219, 1.1166, 1.1192
05/06/19, 1.1176, 1.1211, 1.1170, 1.1200
05/03/19, 1.1179, 1.1206, 1.1136, 1.1201
05/02/19, 1.1197, 1.1220, 1.1171, 1.1173
05/01/19, 1.1217, 1.1265, 1.1188, 1.1195
04/30/19, 1.1186, 1.1231, 1.1176, 1.1215
04/29/19, 1.1148, 1.1188, 1.1144, 1.1185
04/26/19, 1.1132, 1.1175, 1.1106, 1.1148
04/25/19, 1.1154, 1.1163, 1.1119, 1.1134
04/24/19, 1.1229, 1.1229, 1.1141, 1.1156
04/23/19, 1.1257, 1.1262, 1.1193, 1.1227
04/22/19, 1.1243, 1.1264, 1.1236, 1.1258
04/19/19, 1.1233, 1.1257, 1.1224, 1.1243
04/18/19, 1.1298, 1.1305, 1.1226, 1.1234
04/17/19, 1.1280, 1.1324, 1.1280, 1.1296
04/16/19, 1.1306, 1.1316, 1.1280, 1.1282
04/15/19, 1.1300, 1.1321, 1.1299, 1.1303
04/12/19, 1.1256, 1.1326, 1.1253, 1.1300
04/11/19, 1.1277, 1.1288, 1.1249, 1.1254
04/10/19, 1.1263, 1.1291, 1.1231, 1.1276
04/09/19, 1.1262, 1.1285, 1.1256, 1.1261
04/08/19, 1.1218, 1.1276, 1.1215, 1.1264
04/05/19, 1.1221, 1.1248, 1.1211, 1.1218
04/04/19, 1.1235, 1.1249, 1.1205, 1.1222
04/03/19, 1.1206, 1.1256, 1.1200, 1.1233
04/02/19, 1.1214, 1.1219, 1.1183, 1.1207
04/01/19, 1.1219, 1.1251, 1.1203, 1.1216
03/29/19, 1.1223, 1.1247, 1.1209, 1.1219
03/28/19, 1.1245, 1.1262, 1.1215, 1.1222
03/27/19, 1.1267, 1.1286, 1.1242, 1.1243
03/26/19, 1.1314, 1.1327, 1.1263, 1.1266
03/25/19, 1.1304, 1.1333, 1.1289, 1.1315
03/22/19, 1.1375, 1.1392, 1.1274, 1.1304
03/21/19, 1.1414, 1.1439, 1.1342, 1.1377
03/20/19, 1.1354, 1.1448, 1.1336, 1.1415
03/19/19, 1.1339, 1.1362, 1.1334, 1.1353
03/18/19, 1.1325, 1.1361, 1.1319, 1.1341
03/15/19, 1.1304, 1.1345, 1.1300, 1.1325
03/14/19, 1.1329, 1.1342, 1.1295, 1.1306
03/13/19, 1.1287, 1.1340, 1.1278, 1.1326
03/12/19, 1.1246, 1.1307, 1.1244, 1.1288
03/11/19, 1.1236, 1.1259, 1.1222, 1.1244
03/08/19, 1.1196, 1.1246, 1.1185, 1.1236
03/07/19, 1.1307, 1.1321, 1.1178, 1.1194
03/06/19, 1.1307, 1.1325, 1.1286, 1.1308
03/05/19, 1.1341, 1.1348, 1.1289, 1.1309
03/04/19, 1.1367, 1.1377, 1.1309, 1.1340
03/01/19, 1.1373, 1.1408, 1.1354, 1.1367
02/28/19, 1.1370, 1.1421, 1.1360, 1.1372
02/27/19, 1.1388, 1.1404, 1.1362, 1.1369
02/26/19, 1.1357, 1.1403, 1.1345, 1.1389
02/25/19, 1.1335, 1.1368, 1.1335, 1.1359
02/22/19, 1.1336, 1.1359, 1.1317, 1.1335
02/21/19, 1.1337, 1.1367, 1.1321, 1.1337
02/20/19, 1.1342, 1.1373, 1.1325, 1.1340
02/19/19, 1.1309, 1.1359, 1.1276, 1.1343
02/18/19, 1.1298, 1.1336, 1.1294, 1.1312
02/15/19, 1.1300, 1.1312, 1.1236, 1.1298
02/14/19, 1.1261, 1.1311, 1.1249, 1.1298
02/13/19, 1.1327, 1.1343, 1.1260, 1.1262
02/12/19, 1.1276, 1.1341, 1.1259, 1.1326
02/11/19, 1.1325, 1.1332, 1.1267, 1.1278
02/08/19, 1.1340, 1.1353, 1.1321, 1.1325
02/07/19, 1.1362, 1.1377, 1.1324, 1.1341
02/06/19, 1.1406, 1.1417, 1.1361, 1.1363
02/05/19, 1.1439, 1.1453, 1.1401, 1.1405
02/04/19, 1.1459, 1.1462, 1.1424, 1.1437
02/01/19, 1.1449, 1.1488, 1.1435, 1.1459
01/31/19, 1.1480, 1.1516, 1.1437, 1.1448
01/30/19, 1.1435, 1.1502, 1.1406, 1.1482
01/29/19, 1.1426, 1.1451, 1.1412, 1.1434
01/28/19, 1.1413, 1.1445, 1.1390, 1.1428
01/25/19, 1.1307, 1.1419, 1.1300, 1.1413
01/24/19, 1.1381, 1.1393, 1.1289, 1.1306
01/23/19, 1.1360, 1.1396, 1.1352, 1.1381
01/22/19, 1.1364, 1.1381, 1.1337, 1.1361
01/21/19, 1.1363, 1.1392, 1.1358, 1.1366
01/18/19, 1.1389, 1.1412, 1.1354, 1.1363
01/17/19, 1.1390, 1.1406, 1.1372, 1.1392
01/16/19, 1.1412, 1.1424, 1.1378, 1.1393
01/15/19, 1.1470, 1.1491, 1.1382, 1.1415
01/14/19, 1.1468, 1.1483, 1.1450, 1.1471
01/11/19, 1.1501, 1.1541, 1.1453, 1.1468
01/10/19, 1.1542, 1.1571, 1.1486, 1.1500
01/09/19, 1.1442, 1.1556, 1.1437, 1.1544
01/08/19, 1.1474, 1.1485, 1.1422, 1.1442
01/07/19, 1.1398, 1.1484, 1.1398, 1.1476
01/04/19, 1.1394, 1.1420, 1.1346, 1.1398
01/03/19, 1.1344, 1.1412, 1.1306, 1.1395
01/02/19, 1.1464, 1.1498, 1.1325, 1.1343
01/01/19, 1.1467, 1.1585, 1.1446, 1.1465
12/31/18, 1.1442, 1.1469, 1.1421, 1.1469
12/28/18, 1.1430, 1.1478, 1.1425, 1.1442
12/27/18, 1.1355, 1.1455, 1.1353, 1.1433
12/26/18, 1.1394, 1.1421, 1.1343, 1.1353
12/25/18, 1.1404, 1.1424, 1.1365, 1.1395
12/24/18, 1.1369, 1.1440, 1.1369, 1.1401
12/21/18, 1.1445, 1.1475, 1.1356, 1.1369
12/20/18, 1.1378, 1.1486, 1.1372, 1.1447
12/19/18, 1.1362, 1.1441, 1.1361, 1.1379
12/18/18, 1.1348, 1.1403, 1.1338, 1.1361
12/17/18, 1.1308, 1.1360, 1.1303, 1.1347
12/14/18, 1.1364, 1.1374, 1.1269, 1.1308
12/13/18, 1.1368, 1.1394, 1.1332, 1.1358
12/12/18, 1.1318, 1.1387, 1.1315, 1.1369
12/11/18, 1.1357, 1.1401, 1.1306, 1.1319
12/10/18, 1.1386, 1.1443, 1.1350, 1.1358
12/07/18, 1.1377, 1.1423, 1.1361, 1.1386
12/06/18, 1.1344, 1.1413, 1.1322, 1.1379
12/05/18, 1.1342, 1.1361, 1.1317, 1.1343
12/04/18, 1.1356, 1.1419, 1.1321, 1.1343
12/03/18, 1.1320, 1.1381, 1.1320, 1.1354
11/30/18, 1.1396, 1.1401, 1.1305, 1.1320
11/29/18, 1.1365, 1.1402, 1.1348, 1.1394
11/28/18, 1.1288, 1.1387, 1.1267, 1.1367
11/27/18, 1.1328, 1.1345, 1.1278, 1.1293
11/26/18, 1.1339, 1.1383, 1.1324, 1.1327
11/23/18, 1.1402, 1.1421, 1.1327, 1.1339
11/22/18, 1.1386, 1.1434, 1.1381, 1.1403
11/21/18, 1.1372, 1.1424, 1.1365, 1.1384
11/20/18, 1.1454, 1.1474, 1.1359, 1.1369
11/19/18, 1.1418, 1.1464, 1.1394, 1.1455
11/16/18, 1.1328, 1.1421, 1.1321, 1.1418
11/15/18, 1.1309, 1.1361, 1.1275, 1.1332
11/14/18, 1.1292, 1.1347, 1.1263, 1.1312
11/13/18, 1.1219, 1.1295, 1.1217, 1.1289
11/12/18, 1.1336, 1.1336, 1.1216, 1.1220
11/09/18, 1.1362, 1.1370, 1.1319, 1.1336
11/08/18, 1.1427, 1.1446, 1.1353, 1.1364
11/07/18, 1.1428, 1.1501, 1.1398, 1.1425
11/06/18, 1.1408, 1.1440, 1.1393, 1.1426
11/05/18, 1.1387, 1.1424, 1.1356, 1.1407
11/02/18, 1.1409, 1.1458, 1.1373, 1.1387
11/01/18, 1.1313, 1.1425, 1.1308, 1.1410
10/31/18, 1.1343, 1.1361, 1.1302, 1.1312
10/30/18, 1.1373, 1.1388, 1.1341, 1.1346
10/29/18, 1.1403, 1.1417, 1.1361, 1.1374
10/26/18, 1.1375, 1.1421, 1.1336, 1.1403
10/25/18, 1.1393, 1.1432, 1.1357, 1.1377
10/24/18, 1.1473, 1.1477, 1.1381, 1.1394
10/23/18, 1.1464, 1.1491, 1.1440, 1.1470
10/22/18, 1.1514, 1.1551, 1.1457, 1.1466
10/19/18, 1.1455, 1.1535, 1.1434, 1.1514
10/18/18, 1.1502, 1.1527, 1.1449, 1.1453
10/17/18, 1.1574, 1.1585, 1.1497, 1.1502
10/16/18, 1.1582, 1.1622, 1.1565, 1.1577
10/15/18, 1.1560, 1.1606, 1.1542, 1.1580
10/12/18, 1.1592, 1.1611, 1.1536, 1.1560
10/11/18, 1.1522, 1.1600, 1.1520, 1.1596
10/10/18, 1.1490, 1.1546, 1.1480, 1.1520
10/09/18, 1.1491, 1.1503, 1.1433, 1.1493
10/08/18, 1.1522, 1.1530, 1.1461, 1.1493
10/05/18, 1.1514, 1.1544, 1.1484, 1.1522
10/04/18, 1.1479, 1.1541, 1.1463, 1.1516
10/03/18, 1.1547, 1.1595, 1.1465, 1.1480
10/02/18, 1.1580, 1.1582, 1.1505, 1.1548
10/01/18, 1.1604, 1.1624, 1.1563, 1.1578
09/28/18, 1.1641, 1.1652, 1.1570, 1.1604
09/27/18, 1.1740, 1.1759, 1.1639, 1.1643
09/26/18, 1.1768, 1.1799, 1.1726, 1.1742
09/25/18, 1.1749, 1.1793, 1.1731, 1.1766
09/24/18, 1.1748, 1.1816, 1.1724, 1.1748
09/21/18, 1.1778, 1.1804, 1.1735, 1.1748
09/20/18, 1.1675, 1.1785, 1.1669, 1.1779
09/19/18, 1.1668, 1.1716, 1.1650, 1.1672
09/18/18, 1.1683, 1.1724, 1.1652, 1.1669
09/17/18, 1.1622, 1.1700, 1.1621, 1.1684
09/14/18, 1.1689, 1.1723, 1.1621, 1.1622
09/13/18, 1.1625, 1.1702, 1.1609, 1.1690
09/12/18, 1.1604, 1.1648, 1.1570, 1.1626
09/11/18, 1.1592, 1.1644, 1.1566, 1.1606
09/10/18, 1.1553, 1.1616, 1.1526, 1.1594
09/07/18, 1.1624, 1.1650, 1.1550, 1.1553
09/06/18, 1.1631, 1.1660, 1.1606, 1.1623
09/05/18, 1.1582, 1.1641, 1.1543, 1.1629
09/04/18, 1.1618, 1.1629, 1.1530, 1.1583
09/03/18, 1.1603, 1.1628, 1.1589, 1.1620
08/31/18, 1.1670, 1.1690, 1.1585, 1.1603
08/30/18, 1.1709, 1.1719, 1.1643, 1.1669
08/29/18, 1.1697, 1.1711, 1.1652, 1.1708
08/28/18, 1.1680, 1.1733, 1.1663, 1.1695
08/27/18, 1.1622, 1.1695, 1.1596, 1.1678
08/24/18, 1.1542, 1.1640, 1.1535, 1.1622
08/23/18, 1.1597, 1.1601, 1.1530, 1.1543
08/22/18, 1.1572, 1.1623, 1.1554, 1.1599
08/21/18, 1.1482, 1.1602, 1.1481, 1.1570
08/20/18, 1.1438, 1.1486, 1.1396, 1.1483
08/17/18, 1.1377, 1.1446, 1.1366, 1.1438
08/16/18, 1.1344, 1.1409, 1.1337, 1.1378
08/15/18, 1.1345, 1.1356, 1.1301, 1.1346
08/14/18, 1.1409, 1.1429, 1.1332, 1.1343
08/13/18, 1.1412, 1.1434, 1.1365, 1.1410
08/10/18, 1.1527, 1.1538, 1.1387, 1.1412
08/09/18, 1.1611, 1.1621, 1.1525, 1.1525
08/08/18, 1.1599, 1.1628, 1.1574, 1.1609
08/07/18, 1.1554, 1.1609, 1.1549, 1.1600
08/06/18, 1.1567, 1.1570, 1.1530, 1.1555
08/03/18, 1.1586, 1.1610, 1.1559, 1.1567
08/02/18, 1.1660, 1.1668, 1.1583, 1.1585
08/01/18, 1.1691, 1.1701, 1.1658, 1.1662
07/31/18, 1.1704, 1.1746, 1.1687, 1.1690
07/30/18, 1.1656, 1.1721, 1.1648, 1.1706
07/27/18, 1.1643, 1.1665, 1.1622, 1.1656
07/26/18, 1.1729, 1.1744, 1.1641, 1.1643
07/25/18, 1.1687, 1.1740, 1.1664, 1.1728
07/24/18, 1.1692, 1.1718, 1.1656, 1.1684
07/23/18, 1.1722, 1.1751, 1.1681, 1.1693
07/20/18, 1.1642, 1.1740, 1.1627, 1.1722
07/19/18, 1.1638, 1.1676, 1.1576, 1.1643
07/18/18, 1.1661, 1.1666, 1.1603, 1.1641
07/17/18, 1.1712, 1.1745, 1.1650, 1.1663
07/16/18, 1.1684, 1.1726, 1.1676, 1.1711
07/13/18, 1.1672, 1.1688, 1.1614, 1.1684
07/12/18, 1.1678, 1.1697, 1.1650, 1.1670
